step,t,true_n,true_e,true_d,true_vn,true_ve,true_vd,true_qw,true_qx,true_qy,true_qz,true_wx,true_wy,true_wz,est_n,est_e,est_d,est_vn,est_ve,est_vd,est_qw,est_qx,est_qy,est_qz,est_wx,est_wy,est_wz,m0,m1,m2,m3,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz
1995,7.980000,0.000000,-0.000000,-4.975608,0.000000,-0.000000,0.058293,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.022230,0.000000,-0.000000,0.027021,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501297,0.501297,0.501297,0.501297,0.000000,0.000000,-9.832608,0.000000,0.000000,0.000000
1996,7.984000,0.000000,-0.000000,-4.975375,0.000000,-0.000000,0.058200,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.022122,0.000000,-0.000000,0.027115,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501309,0.501309,0.501309,0.501309,0.000000,-0.000000,-9.832849,0.000000,0.000000,0.000000
1997,7.988000,0.000000,-0.000000,-4.975143,0.000000,-0.000000,0.058107,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.022014,0.000000,-0.000000,0.027208,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501321,0.501321,0.501321,0.501321,0.000000,-0.000000,-9.833089,0.000000,0.000000,0.000000
1998,7.992000,0.000000,-0.000000,-4.974911,0.000000,-0.000000,0.058013,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.021905,0.000000,-0.000000,0.027301,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501333,0.501333,0.501333,0.501333,0.000000,0.000000,-9.833329,0.000000,0.000000,0.000000
1999,7.996000,0.000000,-0.000000,-4.974679,0.000000,-0.000000,0.057917,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.021796,0.000000,-0.000000,0.027393,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501345,0.501345,0.501345,0.501345,0.000000,0.000000,-9.833569,0.000000,0.000000,0.000000
2000,8.000000,0.000000,-0.000000,-4.974448,0.000000,-0.000000,0.057821,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.021686,0.000000,-0.000000,0.027485,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501357,0.501357,0.501357,0.501357,0.000000,-0.000000,-9.833808,0.000000,0.000000,0.000000
2001,8.004000,0.000000,-0.000000,-4.974217,0.000000,-0.000000,0.057724,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.021576,0.000000,-0.000000,0.027576,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501369,0.501369,0.501369,0.501369,0.000000,0.000000,-9.834046,0.000000,0.000000,0.000000
2002,8.008000,0.000000,-0.000000,-4.973986,0.000000,-0.000000,0.057626,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.021466,0.000000,-0.000000,0.027667,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501381,0.501381,0.501381,0.501381,0.000000,-0.000000,-9.834285,0.000000,0.000000,0.000000
2003,8.012000,0.000000,-0.000000,-4.973756,0.000000,-0.000000,0.057527,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.021355,0.000000,-0.000000,0.027758,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501393,0.501393,0.501393,0.501393,0.000000,-0.000000,-9.834523,0.000000,0.000000,0.000000
2004,8.016000,0.000000,-0.000000,-4.973526,0.000000,-0.000000,0.057427,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.021244,0.000000,-0.000000,0.027848,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501405,0.501405,0.501405,0.501405,0.000000,0.000000,-9.834761,0.000000,0.000000,0.000000
2005,8.020000,0.000000,-0.000000,-4.973297,0.000000,-0.000000,0.057326,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.021132,0.000000,-0.000000,0.027937,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501417,0.501417,0.501417,0.501417,0.000000,-0.000000,-9.834997,0.000000,0.000000,0.000000
2006,8.024000,0.000000,-0.000000,-4.973068,0.000000,-0.000000,0.057224,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.021021,0.000000,-0.000000,0.028026,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501428,0.501428,0.501428,0.501428,0.000000,-0.000000,-9.835235,0.000000,0.000000,0.000000
2007,8.028000,0.000000,-0.000000,-4.972840,0.000000,-0.000000,0.057121,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.020909,0.000000,-0.000000,0.028115,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501440,0.501440,0.501440,0.501440,0.000000,0.000000,-9.835470,0.000000,0.000000,0.000000
2008,8.032000,0.000000,-0.000000,-4.972612,0.000000,-0.000000,0.057018,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.020796,0.000000,-0.000000,0.028203,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501452,0.501452,0.501452,0.501452,0.000000,0.000000,-9.835707,0.000000,0.000000,0.000000
2009,8.036000,0.000000,-0.000000,-4.972384,0.000000,-0.000000,0.056913,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.020683,0.000000,-0.000000,0.028291,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501464,0.501464,0.501464,0.501464,0.000000,0.000000,-9.835941,0.000000,0.000000,0.000000
2010,8.040000,0.000000,-0.000000,-4.972157,0.000000,-0.000000,0.056807,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.020570,0.000000,-0.000000,0.028378,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501475,0.501475,0.501475,0.501475,0.000000,0.000000,-9.836177,0.000000,0.000000,0.000000
2011,8.044000,0.000000,-0.000000,-4.971930,0.000000,-0.000000,0.056701,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.020457,0.000000,-0.000000,0.028464,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501487,0.501487,0.501487,0.501487,0.000000,0.000000,-9.836411,0.000000,0.000000,0.000000
2012,8.048000,0.000000,-0.000000,-4.971704,0.000000,-0.000000,0.056593,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.020343,0.000000,-0.000000,0.028551,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501499,0.501499,0.501499,0.501499,0.000000,-0.000000,-9.836645,0.000000,0.000000,0.000000
2013,8.052000,0.000000,-0.000000,-4.971478,0.000000,-0.000000,0.056485,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.020229,0.000000,-0.000000,0.028636,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501510,0.501510,0.501510,0.501510,0.000000,-0.000000,-9.836879,0.000000,0.000000,0.000000
2014,8.056000,0.000000,-0.000000,-4.971252,0.000000,-0.000000,0.056375,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.020114,0.000000,-0.000000,0.028721,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501522,0.501522,0.501522,0.501522,0.000000,0.000000,-9.837111,0.000000,0.000000,0.000000
2015,8.060000,0.000000,-0.000000,-4.971027,0.000000,-0.000000,0.056265,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.020000,0.000000,-0.000000,0.028806,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501534,0.501534,0.501534,0.501534,0.000000,0.000000,-9.837344,0.000000,0.000000,0.000000
2016,8.064000,0.000000,-0.000000,-4.970803,0.000000,-0.000000,0.056154,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.019884,0.000000,-0.000000,0.028890,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501545,0.501545,0.501545,0.501545,0.000000,-0.000000,-9.837576,0.000000,0.000000,0.000000
2017,8.068000,0.000000,-0.000000,-4.970578,0.000000,-0.000000,0.056042,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.019769,0.000000,-0.000000,0.028974,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501557,0.501557,0.501557,0.501557,0.000000,0.000000,-9.837808,0.000000,0.000000,0.000000
2018,8.072000,0.000000,-0.000000,-4.970355,0.000000,-0.000000,0.055929,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.019653,0.000000,-0.000000,0.029057,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501568,0.501568,0.501568,0.501568,0.000000,0.000000,-9.838039,0.000000,0.000000,0.000000
2019,8.076000,0.000000,-0.000000,-4.970131,0.000000,-0.000000,0.055815,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.019536,0.000000,-0.000000,0.029140,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501580,0.501580,0.501580,0.501580,0.000000,0.000000,-9.838270,0.000000,0.000000,0.000000
2020,8.080000,0.000000,-0.000000,-4.969909,0.000000,-0.000000,0.055700,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.019420,0.000000,-0.000000,0.029222,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501591,0.501591,0.501591,0.501591,0.000000,-0.000000,-9.838500,0.000000,0.000000,0.000000
2021,8.084000,0.000000,-0.000000,-4.969687,0.000000,-0.000000,0.055584,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.019303,0.000000,-0.000000,0.029304,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501603,0.501603,0.501603,0.501603,0.000000,-0.000000,-9.838730,0.000000,0.000000,0.000000
2022,8.088000,0.000000,-0.000000,-4.969464,0.000000,-0.000000,0.055467,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.019186,0.000000,-0.000000,0.029385,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501614,0.501614,0.501614,0.501614,0.000000,-0.000000,-9.838959,0.000000,0.000000,0.000000
2023,8.092000,0.000000,-0.000000,-4.969243,0.000000,-0.000000,0.055349,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.019068,0.000000,-0.000000,0.029466,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501625,0.501625,0.501625,0.501625,0.000000,0.000000,-9.839188,0.000000,0.000000,0.000000
2024,8.096000,0.000000,-0.000000,-4.969022,0.000000,-0.000000,0.055231,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.018950,0.000000,-0.000000,0.029547,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501637,0.501637,0.501637,0.501637,0.000000,0.000000,-9.839417,0.000000,0.000000,0.000000
2025,8.100000,0.000000,-0.000000,-4.968801,0.000000,-0.000000,0.055111,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.018832,0.000000,-0.000000,0.029626,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501648,0.501648,0.501648,0.501648,0.000000,0.000000,-9.839644,0.000000,0.000000,0.000000
2026,8.104000,0.000000,-0.000000,-4.968582,0.000000,-0.000000,0.054991,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.018714,0.000000,-0.000000,0.029706,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501659,0.501659,0.501659,0.501659,0.000000,-0.000000,-9.839871,0.000000,0.000000,0.000000
2027,8.108000,0.000000,-0.000000,-4.968362,0.000000,-0.000000,0.054870,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.018596,0.000000,-0.000000,0.029784,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501671,0.501671,0.501671,0.501671,0.000000,0.000000,-9.840098,0.000000,0.000000,0.000000
2028,8.112000,0.000000,-0.000000,-4.968143,0.000000,-0.000000,0.054747,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.018477,0.000000,-0.000000,0.029863,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501682,0.501682,0.501682,0.501682,0.000000,0.000000,-9.840324,0.000000,0.000000,0.000000
2029,8.116000,0.000000,-0.000000,-4.967925,0.000000,-0.000000,0.054624,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.018358,0.000000,-0.000000,0.029940,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501693,0.501693,0.501693,0.501693,0.000000,0.000000,-9.840549,0.000000,0.000000,0.000000
2030,8.120000,0.000000,-0.000000,-4.967707,0.000000,-0.000000,0.054500,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.018239,0.000000,-0.000000,0.030018,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501704,0.501704,0.501704,0.501704,0.000000,-0.000000,-9.840775,0.000000,0.000000,0.000000
2031,8.124000,0.000000,-0.000000,-4.967489,0.000000,-0.000000,0.054375,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.018119,0.000000,-0.000000,0.030095,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501715,0.501715,0.501715,0.501715,0.000000,0.000000,-9.841000,0.000000,0.000000,0.000000
2032,8.128000,0.000000,-0.000000,-4.967272,0.000000,-0.000000,0.054250,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.017999,0.000000,-0.000000,0.030171,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501727,0.501727,0.501727,0.501727,0.000000,-0.000000,-9.841224,0.000000,0.000000,0.000000
2033,8.132000,0.000000,-0.000000,-4.967056,0.000000,-0.000000,0.054123,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.017879,0.000000,-0.000000,0.030247,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501738,0.501738,0.501738,0.501738,0.000000,-0.000000,-9.841447,0.000000,0.000000,0.000000
2034,8.136000,0.000000,-0.000000,-4.966840,0.000000,-0.000000,0.053995,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.017758,0.000000,-0.000000,0.030322,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501749,0.501749,0.501749,0.501749,0.000000,-0.000000,-9.841670,0.000000,0.000000,0.000000
2035,8.140000,0.000000,-0.000000,-4.966624,0.000000,-0.000000,0.053867,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.017638,0.000000,-0.000000,0.030397,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501760,0.501760,0.501760,0.501760,0.000000,-0.000000,-9.841892,0.000000,0.000000,0.000000
2036,8.144000,0.000000,-0.000000,-4.966409,0.000000,-0.000000,0.053738,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.017517,0.000000,-0.000000,0.030471,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501771,0.501771,0.501771,0.501771,0.000000,-0.000000,-9.842114,0.000000,0.000000,0.000000
2037,8.148000,0.000000,-0.000000,-4.966195,0.000000,-0.000000,0.053607,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.017395,0.000000,-0.000000,0.030545,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501782,0.501782,0.501782,0.501782,0.000000,-0.000000,-9.842336,0.000000,0.000000,0.000000
2038,8.152000,0.000000,-0.000000,-4.965981,0.000000,-0.000000,0.053476,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.017273,0.000000,-0.000000,0.030618,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501793,0.501793,0.501793,0.501793,0.000000,-0.000000,-9.842557,0.000000,0.000000,0.000000
2039,8.156000,0.000000,-0.000000,-4.965768,0.000000,-0.000000,0.053344,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.017151,0.000000,-0.000000,0.030691,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501803,0.501803,0.501803,0.501803,0.000000,-0.000000,-9.842777,0.000000,0.000000,0.000000
2040,8.160000,0.000000,-0.000000,-4.965555,0.000000,-0.000000,0.053211,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.017029,0.000000,-0.000000,0.030763,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501814,0.501814,0.501814,0.501814,0.000000,0.000000,-9.842997,0.000000,0.000000,0.000000
2041,8.164000,0.000000,-0.000000,-4.965343,0.000000,-0.000000,0.053078,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.016907,0.000000,-0.000000,0.030834,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501825,0.501825,0.501825,0.501825,0.000000,0.000000,-9.843215,0.000000,0.000000,0.000000
2042,8.168000,0.000000,-0.000000,-4.965131,0.000000,-0.000000,0.052943,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.016784,0.000000,-0.000000,0.030906,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501836,0.501836,0.501836,0.501836,0.000000,-0.000000,-9.843434,0.000000,0.000000,0.000000
2043,8.172000,0.000000,-0.000000,-4.964920,0.000000,-0.000000,0.052808,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.016661,0.000000,-0.000000,0.030976,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501847,0.501847,0.501847,0.501847,0.000000,0.000000,-9.843652,0.000000,0.000000,0.000000
2044,8.176000,0.000000,-0.000000,-4.964709,0.000000,-0.000000,0.052671,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.016537,0.000000,-0.000000,0.031046,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501858,0.501858,0.501858,0.501858,0.000000,0.000000,-9.843869,0.000000,0.000000,0.000000
2045,8.180000,0.000000,-0.000000,-4.964499,0.000000,-0.000000,0.052534,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.016414,0.000000,-0.000000,0.031116,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501868,0.501868,0.501868,0.501868,0.000000,-0.000000,-9.844086,0.000000,0.000000,0.000000
2046,8.184000,0.000000,-0.000000,-4.964289,0.000000,-0.000000,0.052396,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.016290,0.000000,-0.000000,0.031185,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501879,0.501879,0.501879,0.501879,0.000000,-0.000000,-9.844302,0.000000,0.000000,0.000000
2047,8.188000,0.000000,-0.000000,-4.964080,0.000000,-0.000000,0.052257,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.016165,0.000000,-0.000000,0.031254,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501890,0.501890,0.501890,0.501890,0.000000,0.000000,-9.844518,0.000000,0.000000,0.000000
2048,8.192000,0.000000,-0.000000,-4.963871,0.000000,-0.000000,0.052117,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.016041,0.000000,-0.000000,0.031322,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501900,0.501900,0.501900,0.501900,0.000000,0.000000,-9.844733,0.000000,0.000000,0.000000
2049,8.196000,0.000000,-0.000000,-4.963664,0.000000,-0.000000,0.051977,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.015916,0.000000,-0.000000,0.031389,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501911,0.501911,0.501911,0.501911,0.000000,0.000000,-9.844948,0.000000,0.000000,0.000000
2050,8.200000,0.000000,-0.000000,-4.963456,0.000000,-0.000000,0.051835,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.015791,0.000000,-0.000000,0.031456,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501921,0.501921,0.501921,0.501921,0.000000,0.000000,-9.845161,0.000000,0.000000,0.000000
2051,8.204000,0.000000,-0.000000,-4.963250,0.000000,-0.000000,0.051693,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.015666,0.000000,-0.000000,0.031523,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501932,0.501932,0.501932,0.501932,0.000000,0.000000,-9.845375,0.000000,0.000000,0.000000
2052,8.208000,0.000000,-0.000000,-4.963043,0.000000,-0.000000,0.051550,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.015540,0.000000,-0.000000,0.031589,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501942,0.501942,0.501942,0.501942,0.000000,-0.000000,-9.845588,0.000000,0.000000,0.000000
2053,8.212000,0.000000,-0.000000,-4.962838,0.000000,-0.000000,0.051405,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.015414,0.000000,-0.000000,0.031654,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501953,0.501953,0.501953,0.501953,0.000000,-0.000000,-9.845799,0.000000,0.000000,0.000000
2054,8.216000,0.000000,-0.000000,-4.962633,0.000000,-0.000000,0.051261,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.015288,0.000000,-0.000000,0.031719,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501963,0.501963,0.501963,0.501963,0.000000,0.000000,-9.846011,0.000000,0.000000,0.000000
2055,8.220000,0.000000,-0.000000,-4.962428,0.000000,-0.000000,0.051115,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.015162,0.000000,-0.000000,0.031784,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501974,0.501974,0.501974,0.501974,0.000000,-0.000000,-9.846222,0.000000,0.000000,0.000000
2056,8.224000,0.000000,-0.000000,-4.962224,0.000000,-0.000000,0.050968,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.015035,0.000000,-0.000000,0.031848,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501984,0.501984,0.501984,0.501984,0.000000,-0.000000,-9.846432,0.000000,0.000000,0.000000
2057,8.228000,0.000000,-0.000000,-4.962021,0.000000,-0.000000,0.050821,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.014908,0.000000,-0.000000,0.031911,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.501994,0.501994,0.501994,0.501994,0.000000,0.000000,-9.846642,0.000000,0.000000,0.000000
2058,8.232000,0.000000,-0.000000,-4.961818,0.000000,-0.000000,0.050673,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.014781,0.000000,-0.000000,0.031974,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.502005,0.502005,0.502005,0.502005,0.000000,-0.000000,-9.846851,0.000000,0.000000,0.000000
2059,8.236000,0.000000,-0.000000,-4.961617,0.000000,-0.000000,0.050524,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.014653,0.000000,-0.000000,0.032036,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.502015,0.502015,0.502015,0.502015,0.000000,-0.000000,-9.847059,0.000000,0.000000,0.000000
2060,8.240000,0.000000,-0.000000,-4.961415,0.000000,-0.000000,0.050374,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.014525,0.000000,-0.000000,0.032098,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.502025,0.502025,0.502025,0.502025,0.000000,-0.000000,-9.847267,0.000000,0.000000,0.000000
2061,8.244000,0.000000,-0.000000,-4.961214,0.000000,-0.000000,0.050223,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.014398,0.000000,-0.000000,0.032159,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.502035,0.502035,0.502035,0.502035,0.000000,-0.000000,-9.847475,0.000000,0.000000,0.000000
2062,8.248000,0.000000,-0.000000,-4.961014,0.000000,-0.000000,0.050071,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.014269,0.000000,-0.000000,0.032220,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.502046,0.502046,0.502046,0.502046,0.000000,-0.000000,-9.847681,0.000000,0.000000,0.000000
2063,8.252000,0.000000,-0.000000,-4.960814,0.000000,-0.000000,0.049919,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.014141,0.000000,-0.000000,0.032280,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.502056,0.502056,0.502056,0.502056,0.000000,0.000000,-9.847887,0.000000,0.000000,0.000000
2064,8.256000,0.000000,-0.000000,-4.960615,0.000000,-0.000000,0.049766,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,-5.014012,0.000000,-0.000000,0.032340,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.502066,0.502066,0.502066,0.502066,0.000000,0.000000,-9.848093,0.000000,0.000000,0.000000
